# Start time is 13:03:37
# 
# Range, Heater-output, Time, TempMXC, TempProbe
# % ,s, K ,K 
# Comments: n.a.
3.160000000000000142e+01 0.000000000000000000e+00 1.634729476323262215e+09 1.409529999999999984e-02 2.128829999999999958e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729486344297409e+09 1.408350000000000053e-02 2.114510000000000001e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729496389634132e+09 1.403899999999999940e-02 2.114299999999999860e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729506431003571e+09 1.400799999999999962e-02 2.110510000000000164e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729516473459005e+09 1.379670000000000028e-02 2.109460000000000154e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729526512831211e+09 1.378880000000000036e-02 2.095139999999999850e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729536565314770e+09 1.374099999999999974e-02 2.097080000000000125e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729546606569290e+09 1.374850000000000030e-02 2.093290000000000081e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729556656943560e+09 1.360040000000000034e-02 2.092640000000000125e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729566704054594e+09 1.357410000000000040e-02 2.084849999999999898e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729576750998020e+09 1.359849999999999948e-02 2.084170000000000120e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729586786641359e+09 1.357490000000000085e-02 2.085300000000000001e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729596820834875e+09 1.341789999999999997e-02 2.082029999999999992e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729606850689650e+09 1.340889999999999964e-02 2.066789999999999947e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729616895696402e+09 1.329310000000000040e-02 2.066480000000000053e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729626937790155e+09 1.330330000000000054e-02 2.065820000000000156e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729636997259617e+09 1.322989999999999930e-02 2.064289999999999875e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729647034152269e+09 1.323299999999999997e-02 2.058350000000000110e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729657085098505e+09 1.314910000000000037e-02 2.059000000000000066e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729667135845900e+09 1.315009999999999964e-02 2.053599999999999870e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729677174891233e+09 1.310569999999999964e-02 2.053270000000000095e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729687213053465e+09 1.309929999999999949e-02 2.049830000000000055e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729697255991220e+09 1.298700000000000028e-02 2.050990000000000105e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729707300189734e+09 1.297979999999999967e-02 2.044199999999999837e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729717338113308e+09 1.288079999999999954e-02 2.044510000000000077e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729727370357513e+09 1.287270000000000081e-02 2.044800000000000090e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729737410380363e+09 1.282280000000000052e-02 2.043060000000000015e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729747435916185e+09 1.283630000000000014e-02 2.034489999999999910e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729757480090380e+09 1.280249999999999964e-02 2.033230000000000107e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729767526832581e+09 1.279659999999999999e-02 2.032089999999999938e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729777571985722e+09 1.272990000000000059e-02 2.031190000000000079e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729787636034727e+09 1.272790000000000032e-02 2.023459999999999842e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729797685500145e+09 1.263539999999999976e-02 2.022579999999999864e-02
