# Start time is 12:19:38
# 
# Range, Heater-output, Time, TempMXC, TempProbe
# % ,s, K ,K 
# Comments: n.a.
3.160000000000000142e+00 1.000000000000000000e+02 1.634725178518226147e+09 8.621130000000000460e-02 8.862920000000000520e-02
3.160000000000000142e+00 1.000000000000000000e+02 1.634725190225793123e+09 1.025680000000000064e-01 8.862920000000000520e-02
3.160000000000000142e+00 1.000000000000000000e+02 1.634725200266425610e+09 1.033870000000000067e-01 1.089159999999999989e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725210316506863e+09 1.149960000000000010e-01 1.108999999999999986e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725220359113216e+09 1.153900000000000065e-01 1.169639999999999985e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725230383279324e+09 1.234230000000000049e-01 1.187909999999999938e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725240427851677e+09 1.244100000000000067e-01 1.249959999999999960e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725250460900307e+09 1.302740000000000009e-01 1.258799999999999919e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725260501160622e+09 1.293140000000000123e-01 1.302500000000000047e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725270552488089e+09 1.320939999999999892e-01 1.312959999999999960e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725280598480463e+09 1.330040000000000111e-01 1.329230000000000134e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725290634394646e+09 1.363050000000000095e-01 1.343229999999999980e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725300680486917e+09 1.368890000000000107e-01 1.370429999999999982e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725310732935190e+09 1.413530000000000064e-01 1.373679999999999901e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725320771019220e+09 1.409610000000000030e-01 1.418399999999999939e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725330820462704e+09 1.447120000000000073e-01 1.422660000000000036e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725340870016575e+09 1.445359999999999978e-01 1.446759999999999990e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725350919557571e+09 1.482660000000000089e-01 1.445490000000000108e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725360960466623e+09 1.480599999999999972e-01 1.477870000000000017e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725370999042988e+09 1.496010000000000117e-01 1.478160000000000029e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725381058217525e+09 1.499310000000000087e-01 1.518400000000000027e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725391103205681e+09 1.536669999999999980e-01 1.512809999999999988e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725401139990807e+09 1.542610000000000092e-01 1.560850000000000015e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725411179116726e+09 1.558980000000000088e-01 1.553740000000000121e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725421237102747e+09 1.570189999999999919e-01 1.573009999999999964e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725431288459778e+09 1.589009999999999867e-01 1.570249999999999979e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725441332075357e+09 1.586970000000000047e-01 1.583400000000000085e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725451385032654e+09 1.608580000000000010e-01 1.591599999999999959e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725461437900305e+09 1.623370000000000091e-01 1.617000000000000104e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725471476084948e+09 1.629690000000000027e-01 1.627470000000000028e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725481521286964e+09 1.636730000000000129e-01 1.643340000000000078e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725491567011595e+09 1.649210000000000120e-01 1.628560000000000008e-01
3.160000000000000142e+00 1.000000000000000000e+02 1.634725501604465008e+09 1.651050000000000018e-01 1.664740000000000109e-01
