# Start time is 11:32:27
# 
# Range, Heater-output, Time, TempMXC, TempProbe
# % ,s, K ,K 
# Comments: n.a.
3.160000000000000142e+01 1.000000000000000000e+02 1.634722347435301542e+09 9.902899999999999203e-03 1.886689999999999895e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722359118107796e+09 9.878400000000000722e-03 1.886689999999999895e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722369161719322e+09 9.878400000000000722e-03 1.871859999999999843e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722379216846704e+09 9.851600000000000287e-03 1.871859999999999843e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722389258410454e+09 9.851600000000000287e-03 1.902119999999999853e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722399283269644e+09 9.897500000000000048e-03 1.902119999999999853e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722409310768127e+09 9.897500000000000048e-03 1.887679999999999914e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722419363663435e+09 9.870000000000000301e-03 1.887679999999999914e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722429390514612e+09 9.870000000000000301e-03 1.884709999999999858e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722439432676315e+09 9.876799999999999816e-03 1.884709999999999858e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722449475586414e+09 9.876799999999999816e-03 1.891170000000000004e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722459518554926e+09 9.885500000000000190e-03 1.891170000000000004e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722469552192211e+09 9.885500000000000190e-03 1.892459999999999976e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722479593220949e+09 9.885400000000000784e-03 1.892459999999999976e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722489615605593e+09 9.885400000000000784e-03 1.891249999999999876e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722499658318520e+09 9.889099999999999627e-03 1.891249999999999876e-02
3.160000000000000142e+01 1.000000000000000000e+02 1.634722509694538355e+09 9.889099999999999627e-03 1.894080000000000069e-02
