# Start time is 14:53:28
# 
# GATEvoltage, BIASvoltage, Current, Real-LI, Imag-LI
# mV, mV, nA, V, V
# Comments: bias = 0mV; lockin freq = 121.3; lockin V = 499.9mV, tau = 300ms, 1MV/A, sleep time = 2s, 100 kHz bandwidths
# 
-999.9237049 0.0305180 0.0002195 -0.000011168684038 -0.000000138047582
-980.0869764 0.0305180 0.0001025 -0.000012669741646 0.000000768784069
-959.9450675 0.0305180 0.0001737 -0.000013512193503 0.000000755630974
-940.1083391 0.0305180 0.0001819 -0.000010714387697 -0.000000459177647
-919.9664302 0.0305180 0.0000591 -0.000011547185022 -0.000000161580062
-900.1297017 0.0305180 0.0001619 -0.000011828689568 0.000000484238546
-879.9877928 0.0305180 0.0001847 -0.000012401644541 0.000000373367095
-860.1510643 0.0305180 0.0002014 -0.000011986109652 -0.000000029695497
-840.0091554 0.0305180 0.0001777 -0.000009729059231 -0.000000157045322
-819.8672465 0.0305180 0.0000908 -0.000009815826072 -0.000000484156897
-800.0305180 0.0305180 0.0002254 -0.000007491236810 0.000000017611473
-779.8886091 0.0305180 0.0001723 -0.000006930898047 -0.000000777032361
-760.0518807 0.0305180 0.0001447 -0.000008942389960 0.000000233523826
-739.9099718 0.0305180 0.0000842 -0.000014768284116 0.000000516732424
-720.0732433 0.0305180 0.0001375 -0.000016934514038 0.000000185783355
-699.9313344 0.0305180 0.0001176 -0.000013783671691 0.000000736630297
-680.0946059 0.0305180 0.0001141 -0.000012718571748 0.000000056459273
-659.9526970 0.0305180 0.0001205 -0.000012861285060 0.000000177234900
-640.1159686 0.0305180 0.0000049 -0.000017665954055 0.000000409233245
-619.9740597 0.0305180 0.0001025 -0.000017813984526 0.000000005066926
-600.1373312 0.0305180 0.0001310 -0.000020718452463 0.000000742806236
-579.9954223 0.0305180 0.0000269 -0.000022553577654 0.000000097270756
-559.8535134 0.0305180 0.0000069 -0.000025891283587 -0.000000128686164
-540.0167849 0.0305180 0.0000641 -0.000020223189565 -0.000000364746978
-519.8748760 0.0305180 0.0001185 -0.000016508333084 0.000000225992164
-500.0381476 0.0305180 0.0001146 -0.000022142322573 -0.000000077439493
-479.8962387 0.0305180 0.0000460 -0.000024300750628 -0.000000319504137
-460.0595102 0.0305180 0.0000510 -0.000030505312591 -0.000000367375600
-439.9176013 0.0305180 0.0000317 -0.000032077606732 0.000000290782552
-420.0808728 0.0305180 0.0000731 -0.000031822218058 0.000000798761518
-399.9389639 0.0305180 0.0000239 -0.000033639773483 0.000000353923517
-380.1022354 0.0305180 -0.0001074 -0.000034448546086 0.000000016832578
-359.9603265 0.0305180 -0.0000621 -0.000045274043131 0.000001220608036
-340.1235981 0.0305180 -0.0003745 -0.000045024390434 0.000001778541978
-319.9816892 0.0305180 -0.0001752 -0.000048393435413 0.000002380414728
-300.1449607 0.0305180 -0.0003552 -0.000043998392048 0.000002360891264
-280.0030518 0.0305180 -0.0001687 -0.000052110749582 0.000002118525869
-259.8611429 0.0305180 -0.0004854 -0.000051606803127 0.000002768220740
-240.0244144 0.0305180 -0.0003943 -0.000056553491713 0.000001163590732
-219.8825055 0.0305180 -0.0001940 -0.000060542073193 0.000002885894301
-200.0457771 0.0305180 -0.0001522 -0.000050264520151 0.000001405597224
-179.9038682 0.0305180 -0.0002568 -0.000051638017644 0.000000665211082
-160.0671397 0.0305180 -0.0001378 -0.000041034559550 0.000001776757452
-139.9252308 0.0305180 -0.0003111 -0.000044105854220 0.000001530152193
-120.0885023 0.0305180 -0.0001951 -0.000044088858932 0.000000974082665
-99.9465934 0.0305180 -0.0002666 -0.000041820624972 0.000001916322880
-80.1098650 0.0305180 -0.0002187 -0.000040702645968 0.000001174719642
-59.9679561 0.0305180 -0.0000433 -0.000035559525613 0.000000540093382
-40.1312276 0.0305180 0.0000649 -0.000027399869921 0.000000642787616
-19.9893187 0.0305180 0.0000192 -0.000027243978842 -0.000000268202250
0.1525902 0.0305180 -0.0000420 -0.000023153452065 0.000001309729183
19.9893187 0.0305180 0.0000788 -0.000018779759571 0.000000566939982
40.1312276 0.0305180 0.0001383 -0.000017659109065 0.000000611387480
59.9679561 0.0305180 0.0001337 -0.000019920800546 0.000000216634270
80.1098650 0.0305180 0.0000709 -0.000019965118816 -0.000000307228620
99.9465934 0.0305180 0.0001395 -0.000021639103909 0.000000085633157
120.0885023 0.0305180 0.0000150 -0.000023784906943 0.000000860166712
139.9252308 0.0305180 0.0000789 -0.000024908239525 0.000000569290762
160.0671397 0.0305180 -0.0000202 -0.000026662174665 0.000000651863557
179.9038682 0.0305180 -0.0001341 -0.000028875433716 0.000000574805875
200.0457771 0.0305180 -0.0000297 -0.000027759901827 0.000001296442161
219.8825055 0.0305180 -0.0000205 -0.000027051656534 0.000001303436938
240.0244144 0.0305180 -0.0001008 -0.000029716680224 0.000000219787442
259.8611429 0.0305180 -0.0000704 -0.000027887662246 0.000001045760336
280.0030518 0.0305180 0.0000960 -0.000026086700914 0.000000361350622
300.1449607 0.0305180 -0.0000534 -0.000029040183397 0.000000657517884
319.9816892 0.0305180 -0.0001350 -0.000030430031798 0.000000640503799
340.1235981 0.0305180 0.0000312 -0.000031350709091 0.000001838433437
359.9603265 0.0305180 -0.0000055 -0.000028595449953 0.000001239408410
380.1022354 0.0305180 0.0000746 -0.000023197706308 0.000001028823200
399.9389639 0.0305180 0.0000794 -0.000024306198190 0.000000393869171
420.0808728 0.0305180 0.0000433 -0.000024879465074 -0.000000296470949
439.9176013 0.0305180 0.0000952 -0.000027149588704 -0.000000033941822
460.0595102 0.0305180 0.0000416 -0.000024155097371 0.000001079026059
479.8962387 0.0305180 -0.0000343 -0.000023994726181 0.000000143686637
500.0381476 0.0305180 -0.0000899 -0.000025542913951 0.000000299530723
519.8748760 0.0305180 -0.0000147 -0.000029048246657 0.000000272917322
540.0167849 0.0305180 -0.0000998 -0.000032549632613 0.000001100910290
559.8535134 0.0305180 0.0000009 -0.000036593579624 0.000000683518626
579.9954223 0.0305180 -0.0000805 -0.000036063693518 0.000000235580319
600.1373312 0.0305180 -0.0000036 -0.000030996206983 0.000001215253871
619.9740597 0.0305180 -0.0000703 -0.000028226749763 0.000000432163051
640.1159686 0.0305180 -0.0000608 -0.000025704158020 0.000000440105307
659.9526970 0.0305180 -0.0001116 -0.000028336232596 0.000000934304421
680.0946059 0.0305180 -0.0001228 -0.000037863814866 0.000000381721707
699.9313344 0.0305180 -0.0001950 -0.000040189907288 0.000000899993123
720.0732433 0.0305180 -0.0000530 -0.000034224031237 0.000001286356477
739.9099718 0.0305180 0.0000339 -0.000025234972225 0.000000717745925
760.0518807 0.0305180 0.0000102 -0.000024404095116 0.000000283880584
779.8886091 0.0305180 0.0000633 -0.000022434726941 0.000000391488432
800.0305180 0.0305180 0.0001057 -0.000022702856354 -0.000000356894594
819.8672465 0.0305180 0.0000013 -0.000027464938150 0.000000814673638
840.0091554 0.0305180 -0.0001784 -0.000031033121645 0.000000937226156
860.1510643 0.0305180 0.0000090 -0.000035144454184 0.000000420104872
879.9877928 0.0305180 -0.0000793 -0.000036019016345 0.000000704389002
900.1297017 0.0305180 -0.0002663 -0.000038150093223 0.000000337768800
919.9664302 0.0305180 -0.0001968 -0.000042869482089 0.000001334128080
940.1083391 0.0305180 -0.0002657 -0.000045249076217 0.000002169568125
959.9450675 0.0305180 -0.0002229 -0.000048187354398 0.000002532047145
980.0869764 0.0305180 -0.0001073 -0.000045340141663 0.000001278090562
999.9237049 0.0305180 -0.0001097 -0.000042935317465 0.000001202790973
1020.0656138 0.0305180 -0.0001939 -0.000040362186869 0.000000875347517
1039.9023423 0.0305180 -0.0002654 -0.000040076072984 0.000000218397650
1060.0442512 0.0305180 -0.0001381 -0.000039229767186 0.000001272947275
1079.8809796 0.0305180 -0.0001337 -0.000033781730810 0.000000913877532
1100.0228885 0.0305180 0.0000007 -0.000030120144011 0.000000393382215
1119.8596170 0.0305180 0.0000494 -0.000031875481867 0.000000630392857
1140.0015259 0.0305180 -0.0000693 -0.000031473809067 0.000001410590725
1160.1434348 0.0305180 -0.0000359 -0.000032815457062 0.000001714496414
1179.9801633 0.0305180 -0.0002428 -0.000034892416637 0.000000488025524
1200.1220722 0.0305180 -0.0000811 -0.000036002424014 0.000000768442201
1219.9588006 0.0305180 -0.0000124 -0.000035677888783 -0.000000010689533
1240.1007095 0.0305180 0.0000031 -0.000034701583391 0.000001017331864
1259.9374380 0.0305180 -0.0001074 -0.000037519055987 -0.000000008473267
1280.0793469 0.0305180 -0.0000444 -0.000037995901497 0.000000554770197
1299.9160754 0.0305180 -0.0001049 -0.000040562215885 0.000002002814230
1320.0579843 0.0305180 -0.0003656 -0.000046911552940 0.000001249855346
1339.8947127 0.0305180 -0.0001854 -0.000048813730603 0.000002122609485
1360.0366217 0.0305180 -0.0003176 -0.000048539152109 0.000001562746517
1379.8733501 0.0305180 -0.0001611 -0.000050913515427 0.000001306548991
1400.0152590 0.0305180 -0.0002336 -0.000054143073690 0.000001378798204
1419.8519875 0.0305180 -0.0003232 -0.000051892678527 0.000000582419187
1439.9938964 0.0305180 -0.0003800 -0.000059821280416 0.000001436980913
1460.1358053 0.0305180 -0.0004940 -0.000065743335726 0.000002412060985
1479.9725338 0.0305180 -0.0006185 -0.000078777524776 0.000002067370245
1500.1144427 0.0305180 -0.0008386 -0.000083914835730 0.000002697894680
1519.9511711 0.0305180 -0.0008197 -0.000082719112959 0.000002267571370
1540.0930800 0.0305180 -0.0006997 -0.000082286009478 0.000002079353236
1559.9298085 0.0305180 -0.0007428 -0.000080727971572 0.000001551221699
1580.0717174 0.0305180 -0.0005542 -0.000080866521383 0.000001974620132
1599.9084459 0.0305180 -0.0005997 -0.000083458841799 0.000002564857633
1620.0503548 0.0305180 -0.0006189 -0.000080331883786 0.000000649690172
1639.8870832 0.0305180 -0.0006123 -0.000081255607930 0.000001738818949
1660.0289921 0.0305180 -0.0006223 -0.000084730593711 0.000001950211836
1679.8657206 0.0305180 -0.0005712 -0.000086229477347 0.000001816468145
1700.0076295 0.0305180 -0.0009241 -0.000082687791535 0.000001601291218
1720.1495384 0.0305180 -0.0007105 -0.000079444694842 0.000002560308795
1739.9862669 0.0305180 -0.0004867 -0.000078179863694 0.000002216903290
1760.1281758 0.0305180 -0.0006698 -0.000077690987613 0.000001674451490
1779.9649042 0.0305180 -0.0006504 -0.000074277703663 0.000001138727201
1800.1068132 0.0305180 -0.0004379 -0.000075234322293 0.000000905551116
1819.9435416 0.0305180 -0.0006173 -0.000069626727104 0.000001606146679
1840.0854505 0.0305180 -0.0004462 -0.000066958196039 0.000001448962142
1859.9221790 0.0305180 -0.0004141 -0.000064021146701 0.000001021158198
1880.0640879 0.0305180 -0.0004318 -0.000060276389133 0.000001208886439
1899.9008164 0.0305180 -0.0003900 -0.000059126691622 0.000001524430315
1920.0427253 0.0305180 -0.0002717 -0.000057585240173 0.000001575457298
1939.8794537 0.0305180 -0.0004961 -0.000052194999995 0.000001284636565
1960.0213626 0.0305180 -0.0004192 -0.000054636265410 0.000002355074814
1979.8580911 0.0305180 -0.0003995 -0.000052181060370 0.000001555661280
2000.0000000 0.0305180 -0.0003649 -0.000054387860353 0.000001367483676
2020.1419089 0.0305180 -0.0003906 -0.000058434258003 0.000001665928294
2039.9786374 0.0305180 -0.0004214 -0.000061487499474 0.000001049260661
2060.1205463 0.0305180 -0.0004106 -0.000064205412211 0.000000999750936
2079.9572747 0.0305180 -0.0005653 -0.000068789313977 0.000002097478098
2100.0991836 0.0305180 -0.0005340 -0.000070009230055 0.000001318930241
2119.9359121 0.0305180 -0.0006441 -0.000073722514649 0.000001664163740
2140.0778210 0.0305180 -0.0004710 -0.000074988610472 0.000002373119788
2159.9145495 0.0305180 -0.0004016 -0.000071452124926 0.000001396503074
2180.0564584 0.0305180 -0.0006001 -0.000074654665656 0.000001031447710
2199.8931868 0.0305180 -0.0006660 -0.000070257006004 0.000002398903191
2220.0350958 0.0305180 -0.0007208 -0.000074334448413 0.000001983276668
2239.8718242 0.0305180 -0.0005868 -0.000078868663647 0.000001918193754
2260.0137331 0.0305180 -0.0005845 -0.000081524288913 0.000002572878013
2279.8504616 0.0305180 -0.0006880 -0.000086592112616 0.000001470836387
2299.9923705 0.0305180 -0.0005414 -0.000095930713716 0.000002620165011
2320.1342794 0.0305180 -0.0009248 -0.000097542965846 0.000002686525523
2339.9710079 0.0305180 -0.0009118 -0.000094312458930 0.000001829664707
2360.1129168 0.0305180 -0.0006516 -0.000087822022155 0.000002519171304
2379.9496452 0.0305180 -0.0006794 -0.000087691112089 0.000001066607803
2400.0915541 0.0305180 -0.0007611 -0.000092340040967 0.000001874348341
2419.9282826 0.0305180 -0.0009419 -0.000092871202322 0.000002337704176
2440.0701915 0.0305180 -0.0006562 -0.000089420803406 0.000001557297780
2459.9069200 0.0305180 -0.0005821 -0.000083077251670 0.000002732182482
2480.0488289 0.0305180 -0.0006626 -0.000071348200086 0.000000768401083
2499.8855573 0.0305180 -0.0006606 -0.000069153650949 0.000001253237016
2520.0274662 0.0305180 -0.0005082 -0.000071472114200 0.000002607016027
2539.8641947 0.0305180 -0.0006154 -0.000071706416921 0.000002462228013
2560.0061036 0.0305180 -0.0004189 -0.000069564168841 0.000002391941896
2580.1480125 0.0305180 -0.0005290 -0.000074562423645 0.000001296534970
2599.9847410 0.0305180 -0.0005017 -0.000081383106956 0.000001444622419
2620.1266499 0.0305180 -0.0006789 -0.000086530152328 0.000002416817763
2639.9633783 0.0305180 -0.0009374 -0.000093941665829 0.000003371912086
2660.1052873 0.0305180 -0.0007615 -0.000097388849308 0.000003052597679
2679.9420157 0.0305180 -0.0008640 -0.000093808676361 0.000003120035486
2700.0839246 0.0305180 -0.0007341 -0.000091396166013 0.000001741822333
2719.9206531 0.0305180 -0.0006851 -0.000090303859981 0.000002284105549
2740.0625620 0.0305180 -0.0006898 -0.000084761534499 0.000002442464888
2759.8992905 0.0305180 -0.0006036 -0.000083753336141 0.000002768928559
2780.0411994 0.0305180 -0.0006201 -0.000088346428980 0.000003370911153
2799.8779278 0.0305180 -0.0007666 -0.000096764712278 0.000003223688947
2820.0198367 0.0305180 -0.0007766 -0.000093453692584 0.000003661718377
2839.8565652 0.0305180 -0.0010780 -0.000093315645589 0.000002612083540
2859.9984741 0.0305180 -0.0008387 -0.000092755031334 0.000001067505353
2880.1403830 0.0305180 -0.0007886 -0.000088668752645 0.000002846160699
2899.9771115 0.0305180 -0.0007736 -0.000080148448862 0.000000500617063
2920.1190204 0.0305180 -0.0006412 -0.000076677097335 0.000001208830048
2939.9557488 0.0305180 -0.0005187 -0.000074483613157 0.000000866558815
2960.0976577 0.0305180 -0.0005227 -0.000072872084705 0.000001558825024
2979.9343862 0.0305180 -0.0004187 -0.000070514233832 0.000000462845382
3000.0762951 0.0305180 -0.0004492 -0.000068556318812 0.000002215954636
3019.9130236 0.0305180 -0.0005434 -0.000065692019154 0.000000735467242
3040.0549325 0.0305180 -0.0003562 -0.000061455272864 0.000001191060565
3059.8916609 0.0305180 -0.0002347 -0.000058780376716 0.000001367808509
3080.0335698 0.0305180 -0.0003507 -0.000058479408034 0.000001556194640
3099.8702983 0.0305180 -0.0004443 -0.000056129115256 0.000002024307839
3120.0122072 0.0305180 -0.0003190 -0.000052659396705 0.000001551997656
3139.8489357 0.0305180 -0.0001125 -0.000051192038909 0.000001572258897
3159.9908446 0.0305180 -0.0001490 -0.000048588100279 0.000001323752807
3180.1327535 0.0305180 -0.0001524 -0.000046646381681 0.000000719142766
3199.9694820 0.0305180 -0.0002085 -0.000048993141239 0.000001311520171
3220.1113909 0.0305180 -0.0002250 -0.000048155483754 -0.000000185900248
3239.9481193 0.0305180 -0.0001556 -0.000044703132903 0.000000528638465
3260.0900282 0.0305180 -0.0002763 -0.000044432309080 0.000000623240068
3279.9267567 0.0305180 -0.0001670 -0.000047791246053 0.000001804475168
3300.0686656 0.0305180 -0.0001490 -0.000049788902898 0.000000792251935
3319.9053941 0.0305180 -0.0002153 -0.000052554369899 0.000001454077822
3340.0473030 0.0305180 -0.0002771 -0.000053201383870 0.000000801949346
3359.8840314 0.0305180 -0.0002650 -0.000051946124430 0.000001795438583
3380.0259403 0.0305180 -0.0003157 -0.000054985077359 0.000001390610849
3399.8626688 0.0305180 -0.0003078 -0.000052308303876 0.000001499374703
3420.0045777 0.0305180 -0.0003467 -0.000052450825108 0.000001084910648
3440.1464866 0.0305180 -0.0002641 -0.000052378268097 0.000002762506498
3459.9832151 0.0305180 -0.0002566 -0.000055658074448 0.000000295850653
3480.1251240 0.0305180 -0.0003294 -0.000064332968802 0.000001920599163
3499.9618524 0.0305180 -0.0005321 -0.000066372051552 0.000001332399945
# End time is 15:05:48
# 
