# Start time is 15:17:45
# 
# GATEvoltage, BIASvoltage, Current, Real-LI, Imag-LI
# mV, mV, nA, V, V
# Comments: bias = 1000mV (1e-3 factor); lockin freq = 121.3; lockin V = 499.9mV, tau = 300ms, 1MV/A, sleep time = 2s, 100 kHz bandwidths
# 
2100.0991836 999.9847410 -0.0210574 -0.000110226722893 0.000002530421218
2119.9359121 999.9847410 -0.0215297 -0.000113036645617 0.000002780754127
2140.0778210 999.9847410 -0.0216426 -0.000114258076603 0.000003252857544
2159.9145495 999.9847410 -0.0219313 -0.000113874852323 0.000002220064097
2180.0564584 999.9847410 -0.0212546 -0.000112835233857 0.000002019566334
2199.8931868 999.9847410 -0.0217855 -0.000108303714209 0.000003047168327
2220.0350958 999.9847410 -0.0217555 -0.000109069551285 0.000002283379520
2239.8718242 999.9847410 -0.0219414 -0.000110168691734 0.000003123785457
2260.0137331 999.9847410 -0.0223399 -0.000108587231192 0.000002437592980
2279.8504616 999.9847410 -0.0227584 -0.000110160480448 0.000002844260455
2299.9923705 999.9847410 -0.0227843 -0.000112861340331 0.000002832683946
2320.1342794 999.9847410 -0.0225791 -0.000112644825890 0.000003323509612
2339.9710079 999.9847410 -0.0221935 -0.000112242191514 0.000002913970919
2360.1129168 999.9847410 -0.0219662 -0.000111507501405 0.000002915823583
2379.9496452 999.9847410 -0.0208928 -0.000110580506609 0.000001955765130
2400.0915541 999.9847410 -0.0206126 -0.000108255713519 0.000002841557821
2419.9282826 999.9847410 -0.0206737 -0.000105932238558 0.000003105644149
2440.0701915 999.9847410 -0.0203323 -0.000104393616621 0.000003347566055
2459.9069200 999.9847410 -0.0205176 -0.000102924513656 0.000002662855591
2480.0488289 999.9847410 -0.0205034 -0.000102715611939 0.000002215172805
2499.8855573 999.9847410 -0.0203155 -0.000101832540680 0.000002696893160
2520.0274662 999.9847410 -0.0200342 -0.000101974951481 0.000002500231129
2539.8641947 999.9847410 -0.0205346 -0.000102391504924 0.000002106863012
2560.0061036 999.9847410 -0.0209132 -0.000103535295525 0.000002959034602
2580.1480125 999.9847410 -0.0213552 -0.000102193333271 0.000003216163158
2599.9847410 999.9847410 -0.0216951 -0.000099730660595 0.000001884518611
2620.1266499 999.9847410 -0.0218037 -0.000099940113294 0.000002341780155
2639.9633783 999.9847410 -0.0218270 -0.000099476364489 0.000002661622636
2660.1052873 999.9847410 -0.0217657 -0.000100735287552 0.000002269357658
2679.9420157 999.9847410 -0.0215775 -0.000101440458385 0.000002852505223
2700.0839246 999.9847410 -0.0214407 -0.000098844000900 0.000003113350269
2719.9206531 999.9847410 -0.0212237 -0.000097008541476 0.000002427156030
2740.0625620 999.9847410 -0.0213321 -0.000095413256439 0.000002917924131
2759.8992905 999.9847410 -0.0215065 -0.000096358669798 0.000003673759521
2780.0411994 999.9847410 -0.0212375 -0.000096356936963 0.000003480530851
2799.8779278 999.9847410 -0.0208550 -0.000093916193161 0.000001663993393
2820.0198367 999.9847410 -0.0208080 -0.000092869213380 0.000002085936245
2839.8565652 999.9847410 -0.0211255 -0.000095342949763 0.000002317828858
2859.9984741 999.9847410 -0.0209408 -0.000094743037759 0.000001492045694
2880.1403830 999.9847410 -0.0206921 -0.000094459343381 0.000002358862966
2899.9771115 999.9847410 -0.0205598 -0.000093232669837 0.000002697786598
2920.1190204 999.9847410 -0.0205058 -0.000092702286202 0.000002388230693
2939.9557488 999.9847410 -0.0202651 -0.000091658973568 0.000002313297055
2960.0976577 999.9847410 -0.0196082 -0.000090103219479 0.000002261653887
2979.9343862 999.9847410 -0.0192735 -0.000088403262427 0.000002287457262
3000.0762951 999.9847410 -0.0188170 -0.000088009933666 0.000001903273755
3019.9130236 999.9847410 -0.0185643 -0.000086678645672 0.000002199226028
3040.0549325 999.9847410 -0.0189888 -0.000086931063268 0.000001844115372
3059.8916609 999.9847410 -0.0184881 -0.000089995217485 0.000002531654761
3080.0335698 999.9847410 -0.0180479 -0.000090667914999 0.000002348532923
3099.8702983 999.9847410 -0.0179633 -0.000090830366766 0.000002127086072
3120.0122072 999.9847410 -0.0176847 -0.000090969220850 0.000002439162517
3139.8489357 999.9847410 -0.0174584 -0.000092403834535 0.000002896397627
3159.9908446 999.9847410 -0.0170667 -0.000092883994752 0.000002469888903
3180.1327535 999.9847410 -0.0172947 -0.000090510722239 0.000001769732130
3199.9694820 999.9847410 -0.0169783 -0.000089403741154 0.000002520309688
3220.1113909 999.9847410 -0.0167681 -0.000090385965204 0.000002170709446
3239.9481193 999.9847410 -0.0168738 -0.000092628008691 0.000002834180058
3260.0900282 999.9847410 -0.0171452 -0.000093567496930 0.000002733037151
3279.9267567 999.9847410 -0.0170323 -0.000092125723408 0.000002872750017
3300.0686656 999.9847410 -0.0171315 -0.000092237151716 0.000003174118719
3319.9053941 999.9847410 -0.0174738 -0.000095247636817 0.000002134529624
3340.0473030 999.9847410 -0.0176665 -0.000096210138273 0.000002977887254
3359.8840314 999.9847410 -0.0182128 -0.000099264044682 0.000001663620981
3380.0259403 999.9847410 -0.0187457 -0.000101632078749 0.000003230329521
3399.8626688 999.9847410 -0.0190807 -0.000103003738262 0.000002224711618
3420.0045777 999.9847410 -0.0195651 -0.000104994555991 0.000002626040201
3440.1464866 999.9847410 -0.0202255 -0.000108848740589 0.000002806139271
3459.9832151 999.9847410 -0.0206346 -0.000112011000259 0.000001769994698
3480.1251240 999.9847410 -0.0214556 -0.000113468540226 0.000001861372054
3499.9618524 999.9847410 -0.0222439 -0.000116693771689 0.000003615603832
# End time is 15:30:05
# 
